path,label,block_res_var_mean,block_res_var_std,chi_square_parity,even_odd_imbalance,gray_mean,gray_std,lsb_ratio,neighbor_absdiff_mean,neighbor_absdiff_std,res_kurtosis,res_mean,res_std
stego/_b020HIGZUE_stego.png,1,9.3485193253,20.4349803925,0.1144409180,-0.0003814697,174.1623535156,60.7141761780,0.4998092651,3.6427822113,5.1563196182,16.5066516533,-0.0000000038,3.0855982304
cover/_cb5MjNG3DI.png,0,34.7936973572,40.2841453552,4.4180501302,0.0047403971,113.3954620361,46.5207328796,0.5023701986,6.3415727615,8.5364780426,8.0199578402,-0.0000000013,5.9415965080
stego/_cb5MjNG3DI_stego.png,1,9.9211254120,22.8992996216,0.0117187500,-0.0001220703,113.3999176025,46.7073516846,0.4999389648,3.8760807514,5.6037354469,24.2029895127,0.0000000009,3.1887350082
cover/_em5tYXuOQc.png,0,62.2643661499,121.1580276489,0.1504720052,0.0008748372,87.2442550659,62.6447181702,0.5004374186,6.1889648438,10.4532461166,27.6953467040,-0.0000000161,7.9208126068
stego/_em5tYXuOQc_stego.png,1,62.1765365601,124.6162414551,0.8342742920,0.0010299683,87.2508850098,63.2269821167,0.5005149841,5.5970649719,10.8561744690,28.0926559513,0.0000000055,7.9163250923
cover/_f2m3mEkaaU.png,0,7.9909534454,31.6535816193,0.1237792969,0.0007934570,219.7727966309,38.5285110474,0.5003967285,1.4465488195,5.3459057808,68.1460262634,-0.0000000065,2.8488206863
stego/_f2m3mEkaaU_stego.png,1,3.9939036369,18.6208152771,3.2878417969,-0.0020446777,219.7777099609,38.6018104553,0.4989776611,1.0167554617,3.7542386055,91.2424461299,0.0000000065,2.0116846561
cover/_GJrk7Gj8lE.png,0,5.3544082642,48.3779983521,12.5052083333,0.0079752604,2.5677430630,15.4005270004,0.5039876302,1.1976736784,4.1238470078,320.3266785139,-0.0000000085,2.3284661770
stego/_GJrk7Gj8lE_stego.png,1,3.6624665260,27.6990547180,12195.1759643555,-0.1245269775,2.6007616520,15.5438718796,0.4377365112,1.2642211914,3.1484963894,231.6721536453,-0.0000000021,1.9221913815
cover/_i1juAwzYX0.png,0,78.9371948242,103.6336822510,1.9804687500,-0.0031738281,83.4042053223,38.0203628540,0.4984130859,8.2391996384,11.1309957504,8.6097142525,0.0000000101,8.9061880112
stego/_i1juAwzYX0_stego.png,1,87.6670532227,125.5810089111,0.3874511719,-0.0007019043,83.4035491943,39.3566703796,0.4996490479,8.2692327499,12.2345829010,9.9117147712,0.0000000012,9.3865270615
cover/_i2eoOLEKFw.png,0,159.8913116455,153.0491333008,3.6403198242,0.0043029785,81.1907424927,50.1901664734,0.5021514893,12.7384729385,16.5400791168,6.3550398026,-0.0000000147,12.6909027100
stego/_i2eoOLEKFw_stego.png,1,155.1816253662,176.5757293701,16.3515675863,0.0045598348,81.1902008057,52.0062255859,0.5022799174,12.0018815994,16.2698001862,7.4216376141,-0.0000000026,12.4984855652
cover/_ppnPXy_TVw.png,0,19.3453922272,44.0439758301,0.0325520833,0.0004069010,161.8792724609,47.1386299133,0.5002034505,3.6996276379,6.6755800247,20.3884214575,0.0000000070,4.4285359383
stego/_ppnPXy_TVw_stego.png,1,10.2196712494,35.4043083191,2.0703328451,0.0016225179,161.8853454590,47.2921867371,0.5008112590,2.4967041016,5.2007212639,39.7565469474,-0.0000000318,3.2170181274
cover/_tBeFVZPlPY.png,0,161.5467376709,87.1007766724,1.3125813802,-0.0025838216,111.2633438110,39.2140388489,0.4987080892,15.0835742950,13.9298906326,4.1784728296,0.0000000040,12.7431058884
stego/_tBeFVZPlPY_stego.png,1,151.0122680664,90.8306808472,9.4629720052,-0.0034688314,111.2665710449,41.4943237305,0.4982655843,14.6065311432,13.5869550705,4.3453994936,-0.0000000143,12.3284091949
cover/_WThfbbHnME.png,0,48.1886787415,98.3176574707,3.5208333333,-0.0042317708,102.3909683228,58.7821540833,0.4978841146,7.8991303444,12.1137199402,17.8946022566,-0.0000000061,7.0048809052
stego/_WThfbbHnME_stego.png,1,13.8832130432,42.3142471313,1.6816457113,-0.0014623006,102.3893508911,58.9808120728,0.4992688497,4.4603862762,7.6214542389,33.2263548573,0.0000000017,3.7774233818
cover/_zHYUQmWrzk.png,0,2.0763244629,13.9808225632,753.5684407552,-0.0619099935,84.9983596802,65.7317886353,0.4690450033,0.8326455951,2.2448625565,151.1824843723,-0.0000000172,1.4489390850
stego/_zHYUQmWrzk_stego.png,1,1.6651186943,13.2418956757,3295.9388020833,-0.0647379557,85.0058135986,65.7526092529,0.4676310221,0.6666336656,1.9524015188,191.8286814923,0.0000000011,1.2971403599
cover/A-G8q9zorGs.png,0,2.4394965172,12.5767164230,15621.8282063802,-0.2818806966,73.8725891113,24.0062103271,0.3590596517,2.0816779137,3.7461936474,112.4781690797,0.0000000139,1.5938055515
stego/A-G8q9zorGs_stego.png,1,0.9635309577,9.1842250824,43855.9084523519,-0.2361475627,73.8989410400,24.0327453613,0.3819262187,1.2160929441,2.2208325863,314.2712506387,-0.0000000039,0.9975916743
cover/a3IR4iEl2Vs.png,0,181.2729187012,167.9735107422,406.5124511719,0.0454711914,88.9291381836,54.4760169983,0.5227355957,13.5324029922,18.2148685455,6.9584567323,-0.0000000182,13.5225362778
stego/a3IR4iEl2Vs_stego.png,1,137.1798553467,160.0296478271,1123.7513020833,0.0378011068,88.9260101318,56.0533638000,0.5189005534,10.8360843658,16.4650382996,9.8793849734,-0.0000000061,11.7615900040
cover/A6xAf8YumBI.png,0,114.3464126587,86.3624343872,0.4218750000,0.0014648438,115.6354446411,56.4811325073,0.5007324219,12.1620712280,12.0181751251,5.1749764609,-0.0000000100,10.7249040604
stego/A6xAf8YumBI_stego.png,1,116.2054748535,93.6197204590,0.2243041992,0.0005340576,115.6405487061,57.6796073914,0.5002670288,12.1055440903,12.0752992630,5.0372474305,0.0000000062,10.8141784668
cover/a9REIVP16lk.png,0,132.3685455322,118.9865875244,0.0000000000,0.0000000000,159.5856018066,45.9918670654,0.5000000000,12.3096218109,14.0044517517,7.1144569536,0.0000000121,11.5404577255
stego/a9REIVP16lk_stego.png,1,137.0365600586,122.6650085449,2.7702026367,0.0018768311,159.5849456787,47.7225303650,0.5009384155,12.2981748581,14.0833549500,7.0330390354,0.0000000105,11.7392034531
cover/AaB6qlzlgJs.png,0,197.0896301270,276.8903808594,11.5052083333,0.0076497396,78.7302856445,48.5776634216,0.5038248698,12.3817834854,18.9338359833,9.3708928040,0.0000000093,14.0841360092
stego/AaB6qlzlgJs_stego.png,1,142.6794128418,228.5191497803,37.2713673910,0.0068842570,78.7286682129,50.4406280518,0.5034421285,10.2964715958,17.0934524536,11.9705993337,0.0000000006,11.9862785339
cover/ACt8ycSzpdE.png,0,98.2728729248,123.6050491333,0.0003255208,0.0000406901,123.7641525269,60.8244819641,0.5000203451,8.2547788620,17.1958312988,7.4665115389,0.0000000104,9.9516115189
stego/ACt8ycSzpdE_stego.png,1,56.6723098755,86.1464538574,2.4851531982,0.0017776489,123.7670745850,61.4422302246,0.5008888245,5.1744413376,13.6585083008,11.7007771413,0.0000000032,7.5624418259
cover/ACwX4mdCQfQ.png,0,2.6297478676,8.1471385956,0.7976074219,-0.0020141602,124.9296875000,80.8588333130,0.4989929199,1.7731893063,2.9259409904,81.3611856660,-0.0000000063,1.6359126568
stego/ACwX4mdCQfQ_stego.png,1,1.8338999748,3.4928450584,6.1097005208,-0.0027872721,124.9362487793,80.8753890991,0.4986063639,1.4326592684,2.0710506439,23.4269816589,0.0000000013,1.3609566689
cover/adIJfKDUg8Q.png,0,128.2117004395,148.4106597900,1036.3112182617,-0.0726013184,147.8846740723,60.5554847717,0.4636993408,10.1231136322,16.1490535736,7.1952300278,-0.0000000012,11.3793039322
stego/adIJfKDUg8Q_stego.png,1,78.3246459961,110.3010025024,2572.4035695394,-0.0571924845,147.8928985596,61.4202308655,0.4714037577,7.7683959007,13.0811071396,9.6128243400,-0.0000000078,8.9144144058
cover/aFAzJ6IKE_M.png,0,76.7510299683,123.4697570801,1.5610555013,0.0028177897,56.5798759460,38.3187255859,0.5014088949,7.4450168610,11.9061498642,11.8489389262,0.0000000047,8.8124094009
stego/aFAzJ6IKE_M_stego.png,1,57.2953605652,100.8088378906,0.1206258138,-0.0003916423,56.5815048218,39.2618331909,0.4998041789,6.4812951088,10.4308290482,14.4673072348,0.0000000042,7.6123728752
cover/aGHz9-KaO7Y.png,0,48.9534416199,95.7718276978,5846.5638020833,-0.1724446615,143.3403167725,66.3125915527,0.4137776693,6.5763316154,10.4264955521,18.2955998302,0.0000000095,7.0302782059
stego/aGHz9-KaO7Y_stego.png,1,24.1325931549,57.9573516846,823.7257690430,-0.0323638916,143.4192199707,66.4738082886,0.4838180542,4.4693922997,8.0055484772,24.3524124596,0.0000000076,4.9407801628
cover/aGLktfYshmU.png,0,13.7711133957,42.2886085510,11265.2173055013,-0.2393697103,173.4553070068,79.9327316284,0.3803151449,2.7944884300,6.3282761574,44.8632822832,-0.0000000023,3.7414486408
stego/aGLktfYshmU_stego.png,1,10.3393707275,32.7918701172,47008.8845265706,-0.2444890340,173.4560852051,80.0149002075,0.3777554830,2.3315625191,5.0925092697,55.5445949365,-0.0000000084,3.2364575863
cover/AGX1VNUjtoU.png,0,35.8886985779,84.1614608765,0.0235188802,0.0003458659,159.8511505127,28.3492240906,0.5001729329,3.6493470669,9.0512552261,25.7843978017,-0.0000000366,6.0090084076
stego/AGX1VNUjtoU_stego.png,1,22.9823799133,62.0136795044,4.1107228597,0.0022862752,159.8568420410,28.8866958618,0.5011431376,2.8883595467,7.6943426132,32.1675099177,0.0000000175,4.8218955994
cover/aHbT3tyINHk.png,0,9.1614656448,25.3678970337,1.9175008138,-0.0031229655,40.9535827637,20.2501106262,0.4984385173,2.4822776318,4.2735233307,66.0456022298,0.0000000006,3.0354688168
stego/aHbT3tyINHk_stego.png,1,16.4881095886,33.4614448547,0.2954152425,-0.0006128947,40.9555931091,20.6871910095,0.4996935527,2.9845385551,5.4931368828,84.3260270102,-0.0000000014,4.0689401627
cover/AKlzQNrTxuw.png,0,11.4619674683,34.5656204224,302.6621297201,-0.0392354329,46.3213577271,33.7961044312,0.4803822835,2.3191587925,5.7749633789,36.8297868773,0.0000000270,3.4161059856
stego/AKlzQNrTxuw_stego.png,1,6.4222598076,20.2969703674,27.3055470785,-0.0058924357,46.3252029419,33.9251251221,0.4970537821,1.8946785927,4.1728100777,38.8004052589,0.0000000151,2.5541436672
cover/am7TTMSpT_k.png,0,14.5445976257,22.9298324585,527.5159505208,0.0517985026,89.3182449341,91.4962539673,0.5258992513,3.4765274525,5.3535718918,18.9417866205,-0.0000000116,3.8274421692
stego/am7TTMSpT_k_stego.png,1,12.3883342743,25.9786167145,19.3206837972,0.0049565633,89.2702560425,91.4930953979,0.5024782817,3.2032465935,4.8830938339,33.0651239702,-0.0000000089,3.5325362682
cover/ANOUzKhSVfg.png,0,55.2335128784,95.5879898071,0.1269734701,-0.0008036296,133.0317077637,55.7636375427,0.4995981852,9.5095701218,11.4475164413,12.2506717166,-0.0000000156,7.4924697876
stego/ANOUzKhSVfg_stego.png,1,62.6152572632,149.3473663330,0.6702117920,-0.0009231567,133.0352478027,56.3972740173,0.4995384216,7.5738749504,11.2334346771,17.9343240552,-0.0000000064,7.9402580261
cover/ANyAligrI6Y.png,0,76.5941467285,174.0741729736,12.5052083333,-0.0079752604,123.7111434937,54.4764099121,0.4960123698,5.2562513351,14.8996801376,22.9251324566,-0.0000000056,8.7832355499
stego/ANyAligrI6Y_stego.png,1,39.3070831299,104.9523391724,0.1894582113,-0.0004908244,123.7060852051,54.9953651428,0.4997545878,3.8326959610,11.1020631790,31.2042814876,-0.0000000002,6.3076114655
cover/aOuy0kyXszo.png,0,76.2799530029,258.1098327637,152.7425130208,0.0278727214,27.7109756470,52.9072837830,0.5139363607,3.5723350048,13.8291740417,39.7265813337,0.0000000153,8.7667160034
stego/aOuy0kyXszo_stego.png,1,41.4184570312,157.5182952881,424.3467000326,0.0232289632,27.7384567261,53.5815200806,0.5116144816,2.7773880959,10.9515705109,53.6662984658,0.0000000001,6.4754395485
cover/ATtLrdUekdI.png,0,49.1106491089,71.2499389648,0.7190755208,0.0019124349,122.1960372925,63.3247108459,0.5009562174,7.0868911743,9.6471815109,9.5747812796,0.0000000267,7.0300827026
stego/ATtLrdUekdI_stego.png,1,37.4748458862,56.4548759460,0.0037078857,0.0000686646,122.1987915039,63.6955070496,0.5000343323,6.2227153778,8.3520822525,10.7898206078,-0.0000000050,6.1452555656
cover/AvyqZ8XwQ6c.png,0,37.9021377563,108.4242858887,510.0514526367,-0.0509338379,29.9615592957,32.8238830566,0.4745330811,3.4732785225,8.8448925018,29.1346279782,0.0000000046,6.1835637093
stego/AvyqZ8XwQ6c_stego.png,1,32.6383857727,105.0416030884,882.8767140706,-0.0335057576,29.9693012238,33.4137611389,0.4832471212,3.1642861366,8.3630857468,36.0048680993,0.0000000048,5.7387108803
cover/B1KFwtFFZl8.png,0,26.9273338318,46.2045173645,31.7383015951,0.0127054850,104.6456527710,64.0341415405,0.5063527425,4.9555158615,8.4282426834,14.8687705196,0.0000000081,5.2225828171
stego/B1KFwtFFZl8_stego.png,1,15.7348613739,34.2120933533,67.6133015951,0.0092722575,104.6506958008,64.2041702271,0.5046361287,3.6425356865,6.2784132957,18.5115399790,0.0000000103,3.9924342632
cover/b1PKMkon-ZA.png,0,75.4588317871,107.6506500244,0.4638875326,0.0015360514,121.2777862549,58.0094032288,0.5007680257,8.5688276291,12.2384929657,10.1144070637,0.0000000151,8.7238874435
stego/b1PKMkon-ZA_stego.png,1,56.9024200439,101.6565322876,3.5039265951,0.0021107992,121.2812042236,58.6309738159,0.5010553996,6.9371118546,10.8688468933,14.2444758032,0.0000000053,7.5767645836
cover/B2mq60Ksrsg.png,0,154.6074676514,113.8041458130,0.0293782552,-0.0003865560,106.1887664795,43.5971336365,0.4998067220,13.4961700439,14.8829698563,4.8845511795,0.0000000075,12.4702873230
stego/B2mq60Ksrsg_stego.png,1,107.0754013062,87.3907318115,24.0169728597,0.0055262248,106.1954498291,45.2025299072,0.5027631124,11.3271598816,13.2980184555,5.7592659008,0.0000000042,10.3890914917
cover/BAPzw6CKBQY.png,0,16.6669540405,32.0219116211,31.9929199219,-0.0127563477,69.3366394043,37.4332237244,0.4936218262,4.5545144081,6.6408143044,16.1570768069,0.0000000175,4.1157698631
stego/BAPzw6CKBQY_stego.png,1,6.6680202484,16.5384197235,55.5910034180,-0.0084075928,69.3419265747,37.5676345825,0.4957962036,2.8647305965,4.5238089561,31.1707007209,0.0000000010,2.6063246727
cover/bB_ndHf9W9s.png,0,22.3922195435,55.1676979065,1.4721883138,0.0027364095,99.3914260864,62.4665794373,0.5013682048,2.8172066212,8.3152437210,25.2025836812,-0.0000000130,4.7666702271
stego/bB_ndHf9W9s_stego.png,1,8.2979726791,26.3781452179,40.4193166097,0.0071690877,99.3929290771,62.5680503845,0.5035845439,1.8717668056,5.5905323029,39.9769480046,-0.0000000144,2.9084806442
cover/BcD1vwoiaVo.png,0,22.9772453308,68.6190872192,0.1539916992,-0.0008850098,26.9736175537,37.9036407471,0.4995574951,3.1350746155,9.0473299026,37.6288883228,0.0000000000,4.8299779892
stego/BcD1vwoiaVo_stego.png,1,8.1415100098,32.6502685547,24.9994354248,-0.0056381226,26.9768314362,38.0684928894,0.4971809387,2.0936753750,5.8223533630,68.1543262899,-0.0000000006,2.8883690834
cover/bIdMeWTtqfo.png,0,24.7507114410,55.0184860229,252.9434407552,-0.0358683268,64.3905029297,48.8242034912,0.4820658366,3.2776021957,7.9748215675,22.0663425931,-0.0000000100,4.9984369278
stego/bIdMeWTtqfo_stego.png,1,15.5981693268,41.1372032166,981.1621144613,-0.0353215535,64.3973541260,49.0503005981,0.4823392232,2.4217264652,6.4761266708,28.4670714567,-0.0000000035,3.9708933830
cover/BIzmgjskR6M.png,0,25.9574127197,110.1637649536,1.0117390951,0.0022684733,62.1080398560,13.1971015930,0.5011342367,2.6199533939,7.0319385529,114.6571131478,-0.0000000040,5.1070499420
stego/BIzmgjskR6M_stego.png,1,21.8098125458,110.6378173828,0.0014699300,0.0000432332,62.1072082520,14.1838808060,0.5000216166,2.6109683514,6.9153304100,119.9159823282,0.0000000094,4.6845326424
cover/bJ0lOLbUDTg.png,0,10.0557794571,19.7318401337,0.0833333333,0.0006510417,206.8716430664,33.8793563843,0.5003255208,3.0067019463,5.1115913391,20.1188003341,-0.0000000007,3.1886603832
stego/bJ0lOLbUDTg_stego.png,1,5.7000150681,14.3924846649,273.0556691488,0.0186335246,206.8797607422,33.9968528748,0.5093167623,2.2317667007,3.8100419044,28.3197661745,-0.0000000066,2.4006426334
cover/bk4hN4Jvnac.png,0,49.3663902283,97.6799545288,1278.7513020833,0.0806477865,192.7376098633,55.3861541748,0.5403238932,4.5123810768,11.2251777649,17.0214619686,0.0000000577,7.0575585365
stego/bk4hN4Jvnac_stego.png,1,32.1669044495,71.9066696167,273.5030568441,0.0186487834,192.7045593262,55.7387161255,0.5093243917,3.5611126423,9.1868505478,21.8202118090,-0.0000000030,5.6944503784
cover/Bm7lTtGGF6Y.png,0,92.4227600098,99.6304168701,0.2417195638,-0.0011088053,142.0697631836,39.2737503052,0.4994455973,11.0210809708,12.0925407410,6.9604841171,-0.0000000066,9.6482954025
stego/Bm7lTtGGF6Y_stego.png,1,65.9343795776,93.4461822510,0.1894582113,0.0004908244,142.0739440918,40.3346214294,0.5002454122,8.8466434479,10.7236356735,9.7702033281,0.0000000012,8.1555843353
cover/Bn5zWppkIIQ.png,0,16.5828704834,51.0667228699,4315.3909505208,-0.1481526693,59.4252243042,54.1333274841,0.4259236654,3.2064213753,7.2564206123,35.7305052602,0.0000000040,4.1055307388
stego/Bn5zWppkIIQ_stego.png,1,8.6275463104,31.8785705566,18940.8802083333,-0.1551920573,59.4421463013,54.2375640869,0.4224039714,2.1806561947,5.1688499451,57.7308416959,-0.0000000066,2.9562542439
cover/BnYkT95oHHg.png,0,13.4322166443,38.4738731384,1.4072469076,-0.0026753743,209.6716308594,50.2577400208,0.4986623128,2.7309322357,6.5341067314,32.3917603919,0.0000000299,3.6915082932
stego/BnYkT95oHHg_stego.png,1,6.5866518021,24.2164878845,12.5371297201,-0.0039927165,209.6858520508,50.3545570374,0.4980036418,1.7483178377,4.5825247765,55.6416870938,0.0000000163,2.5872073174
cover/bPQdMRJ91u8.png,0,57.1030845642,87.0583038330,0.5742187500,-0.0017089844,161.3271026611,67.2612838745,0.4991455078,6.4246268272,10.8396005630,11.8748657890,0.0000000285,7.5991673470
stego/bPQdMRJ91u8_stego.png,1,23.0523757935,49.1180763245,0.1190643311,0.0003890991,161.3372955322,67.5500030518,0.5001945496,4.2620706558,8.0541830063,19.7330153613,-0.0000000102,4.8401575089
cover/bsm3a-HYqbE.png,0,73.3042068481,100.5603713989,1.6875000000,-0.0029296875,123.5238800049,55.0639038086,0.4985351562,7.6664299965,11.4384860992,10.9174669396,0.0000000256,8.5821132660
stego/bsm3a-HYqbE_stego.png,1,83.5735321045,125.6333999634,0.3281453451,0.0006459554,123.5272064209,55.9429626465,0.5003229777,7.9078226089,12.2232313156,13.4756353887,-0.0000000061,9.1636304855
cover/BSuY8m8VxRU.png,0,29.2985401154,56.1608505249,6.4716796875,-0.0057373047,137.0308837891,46.5193977356,0.4971313477,3.9685592651,8.2689514160,20.0403602409,-0.0000000162,5.4365777969
stego/BSuY8m8VxRU_stego.png,1,23.5196743011,54.1742515564,66.8735555013,-0.0092213949,137.0355987549,46.8330001831,0.4953893026,3.2895298004,7.3671522141,26.5912665033,-0.0000000090,4.8743896484
cover/BtvsZExa-a8.png,0,123.6988754272,213.2210540771,27.8979695638,-0.0119120280,74.7967071533,57.3945617676,0.4940439860,8.9076547623,15.5771179199,12.5202833998,-0.0000000064,11.1557826996
stego/BtvsZExa-a8_stego.png,1,112.6837844849,205.1064605713,92.6938934326,-0.0108566284,74.7980346680,58.5846519470,0.4945716858,8.1831398010,15.2766952515,14.4726732783,0.0000000055,10.6482467651
cover/BUdC1SJsW18.png,0,55.9067230225,108.0903091431,8.5166219076,-0.0065816243,74.7610931396,64.9877166748,0.4967091878,6.0492916107,12.1120738983,16.3795269739,0.0000000256,7.5253682137
stego/BUdC1SJsW18_stego.png,1,24.6415634155,64.6404495239,81.4616088867,-0.0101776123,74.7684631348,65.2641067505,0.4949111938,3.7949998379,8.7909564972,28.9726126081,-0.0000000087,5.0014643669
cover/bUhzlj3gGso.png,0,5.0515069962,12.8827400208,18.4775594076,0.0096944173,146.4983825684,50.7032356262,0.5048472087,2.5174152851,4.3064637184,35.5569029720,0.0000000182,2.2714347839
stego/bUhzlj3gGso_stego.png,1,1.6414252520,6.0480623245,2.4993947347,0.0017827352,146.5062866211,50.7206573486,0.5008913676,1.4711985588,2.6760923862,70.8022252043,0.0000000055,1.3012523651
cover/BVFc_M6_KoU.png,0,175.6454925537,191.8819885254,0.6089070638,0.0017598470,151.9749450684,67.8252716064,0.5008799235,12.3655204773,18.1093311310,7.1053650736,0.0000000377,13.3195362091
stego/BVFc_M6_KoU_stego.png,1,100.0885925293,132.4446105957,7.4099171956,-0.0030695597,151.9766235352,68.8432998657,0.4984652201,9.4866323471,14.6112289429,10.1305699799,0.0000000077,10.0634241104
cover/BvI2MKKCTZ4.png,0,3.0886845589,14.0018854141,35.9342651367,-0.0135192871,19.0489158630,22.3197135925,0.4932403564,1.3885061741,3.0390553474,99.3290504913,-0.0000000001,1.7665287256
stego/BvI2MKKCTZ4_stego.png,1,2.1653957367,11.4167175293,1125.7178192139,-0.0378341675,19.0584907532,22.3800334930,0.4810829163,1.1634860039,2.3824479580,328.6959877696,0.0000000019,1.4796208143
cover/Bwkl85sszNM.png,0,6.0767774582,10.7587890625,58.3139851888,0.0172220866,73.0867462158,58.5014915466,0.5086110433,2.7408058643,4.6054797173,62.6009402652,0.0000000164,2.4883325100
stego/Bwkl85sszNM_stego.png,1,7.1082081795,24.9620323181,26.3940633138,-0.0057932536,73.0767822266,58.5781135559,0.4971033732,1.8474212885,4.2107200623,306.4485156185,-0.0000000006,2.6776478291
cover/Bx7ibIKcGkA.png,0,22.0462779999,53.9665260315,11.7203979492,-0.0077209473,193.7992706299,46.0586738586,0.4961395264,3.1568470001,7.4156284332,29.4752694215,-0.0000000193,4.7301049232
stego/Bx7ibIKcGkA_stego.png,1,8.2293176651,31.6625957489,10.5908660889,-0.0036697388,193.8144226074,46.2152786255,0.4981651306,2.1507451534,5.1684298515,67.6050216902,-0.0000000034,2.8965239525
cover/c3qvF4WR0Rw.png,0,91.5428161621,143.0986938477,1.6992390951,-0.0029398600,127.1906204224,37.9937324524,0.4985300700,8.9948263168,13.6281461716,11.9852824745,-0.0000000056,9.6084928513
stego/c3qvF4WR0Rw_stego.png,1,46.6675987244,104.2503585815,24.0612030029,-0.0055313110,127.1937637329,38.8490486145,0.4972343445,6.1214699745,10.8162097931,22.4811689746,-0.0000000062,6.8686976433
cover/c70azU31VzU.png,0,81.2789611816,99.1804428101,0.0235188802,0.0003458659,35.4747047424,29.9947891235,0.5001729329,9.0492343903,11.3492231369,8.2375207814,0.0000000038,9.0408859253
stego/c70azU31VzU_stego.png,1,86.4155807495,117.3083724976,1.2212117513,0.0012461344,35.4771385193,31.6446609497,0.5006230672,9.0217132568,11.7666387558,8.7908731934,-0.0000000015,9.3212213516
cover/cbNVRnlntZ8.png,0,38.7176361084,83.9224853516,0.2116699219,0.0010375977,82.7637710571,56.8988304138,0.5005187988,5.4503645897,9.7696485519,38.2288483999,-0.0000000156,6.2546453476
stego/cbNVRnlntZ8_stego.png,1,32.6678009033,82.6295242310,1.4612630208,-0.0013631185,82.7654266357,57.2477989197,0.4993184408,4.3944811821,8.7194585800,48.8408132761,-0.0000000074,5.7397713661
cover/cDD83wV627U.png,0,5.1571359634,17.8385047913,0.2552083333,0.0011393229,168.9208374023,78.1491622925,0.5005696615,1.5765256882,4.2600550652,65.9154972672,0.0000000307,2.2844884396
stego/cDD83wV627U_stego.png,1,3.7143692970,16.0652046204,2.4567921956,-0.0017674764,168.9288024902,78.1819381714,0.4991162618,1.2085869312,3.2608685493,100.8253277248,-0.0000000003,1.9377584457
cover/CEeoDFpVxxw.png,0,209.8042755127,194.5421752930,0.3078002930,-0.0012512207,126.3833236694,37.0788574219,0.4993743896,13.7899856567,18.0772132874,7.0173540106,0.0000000051,14.5573787689
stego/CEeoDFpVxxw_stego.png,1,175.8323974609,156.9625549316,1.6351776123,-0.0014419556,126.3944015503,39.9103965759,0.4992790222,14.0315904617,16.0623798370,6.0778662599,-0.0000000029,13.3248891830
cover/ceJhlary6lo.png,0,3.6947999001,21.8751258850,14969.1899617513,-0.2759297689,42.1861953735,39.0729904175,0.3620351156,0.7535516620,3.7117869854,155.8145831954,0.0000000102,1.9412592649
stego/ceJhlary6lo_stego.png,1,1.5364645720,11.1155509949,57593.2867482503,-0.2706171672,42.1895599365,39.0957679749,0.3646914164,0.4979500175,2.4970772266,252.1708861997,0.0000000014,1.2537004948
cover/CF33GT7iM9c.png,0,27.3468875885,70.5159225464,0.2785034180,-0.0011901855,145.1507263184,65.9295043945,0.4994049072,5.0308489799,9.3054151535,26.3843855254,-0.0000000151,5.2805151939
stego/CF33GT7iM9c_stego.png,1,10.9954013824,45.3365135193,9.1465301514,0.0034103394,145.1554870605,66.0545501709,0.5017051697,2.9151685238,6.2762384415,68.2145651373,0.0000000154,3.3530738354
cover/CGqTT1YSDdw.png,0,2.9493076801,20.9923286438,3.8675130208,0.0044352214,208.6603698730,29.9928989410,0.5022176107,1.3051518202,3.4099683762,166.4123366762,0.0000000262,1.7341921329
stego/CGqTT1YSDdw_stego.png,1,1.3385281563,12.8660640717,8.1263020833,0.0032145182,208.6747589111,30.0275592804,0.5016072591,0.8311497569,2.2683773041,307.0003097804,0.0000000139,1.1664810181
cover/CitnR95_VWo.png,0,19.0287322998,57.6905937195,0.9668782552,0.0022176107,113.0443649292,66.1404571533,0.5011088053,4.3123955727,7.3422546387,29.9809612468,0.0000000156,4.4019117355
stego/CitnR95_VWo_stego.png,1,13.6669301987,65.6667404175,3.1823781331,0.0020116170,113.0549011230,66.2641448975,0.5010058085,2.7420074940,5.8447537422,63.0051725048,0.0000000261,3.7209634781
cover/CJBCaMkLP_U.png,0,88.1001510620,140.5009765625,0.1504720052,0.0008748372,117.1495590210,72.5471878052,0.5004374186,7.0302729607,12.9789657593,10.8644564348,0.0000000249,9.4189805984
stego/CJBCaMkLP_U_stego.png,1,59.3790893555,109.0531005859,1.4558156331,-0.0013605754,117.1496353149,73.0885543823,0.4993197123,5.8551225662,11.2724351883,14.6187343820,0.0000000192,7.7450156212
cover/cJDnWq3PKfU.png,0,81.5185775757,112.1979675293,2.5929565430,-0.0036315918,65.5633697510,42.6341094971,0.4981842041,9.2452974319,11.2915821075,10.0209761031,0.0000000081,9.0529823303
stego/cJDnWq3PKfU_stego.png,1,101.5219573975,120.2264785767,1.6236623128,0.0014368693,65.5647430420,43.9750480652,0.5007184347,10.4029493332,12.0799341202,8.7398501526,-0.0000000054,10.1028652191
cover/CK7rdTauhDE.png,0,166.7898406982,224.4414978027,386.5739135742,0.0443420410,176.7321472168,52.0566024780,0.5221710205,9.9561185837,20.5340881348,10.1992844137,-0.0000000163,12.9798698425
stego/CK7rdTauhDE_stego.png,1,110.5388031006,184.3623199463,2016.2358601888,0.0506337484,176.7409973145,53.4357070923,0.5253168742,7.2197551727,17.0958957672,14.2705443957,0.0000000015,10.5708751678
